_weight,_likelihood,$\Omega_m\ \mathrm{Blinded}$,$w\ \mathrm{Blinded}$
8.00000,11.62915,0.37265,-1.03221
1.00000,12.18367,0.44386,-1.26756
4.00000,12.25415,0.42315,-1.26732
2.00000,13.03082,0.42137,-1.06068
2.00000,12.60009,0.41199,-1.04760
3.00000,11.71064,0.39676,-1.06192
2.00000,11.75026,0.34701,-0.94882
3.00000,11.61190,0.38939,-1.08546
2.00000,12.08017,0.32608,-0.86810
3.00000,11.89211,0.40257,-1.16846
5.00000,12.02141,0.37905,-1.09984
2.00000,13.10220,0.42655,-1.07737
3.00000,14.86739,0.29783,-0.72946
1.00000,12.11974,0.43617,-1.20202
1.00000,12.44549,0.39507,-1.18369
5.00000,11.79183,0.38966,-1.11575
5.00000,11.77986,0.39397,-1.12847
1.00000,12.03727,0.43435,-1.26101
1.00000,12.43744,0.45015,-1.25887
6.00000,13.97806,0.32697,-0.79460
1.00000,11.62792,0.39097,-1.05641
1.00000,11.71198,0.39862,-1.06870
1.00000,11.87838,0.38123,-0.99487
1.00000,11.76556,0.36826,-0.97251
1.00000,12.36270,0.35681,-0.90552
1.00000,12.85346,0.31085,-0.80186
11.00000,11.75765,0.40715,-1.16458
1.00000,12.55888,0.32487,-0.83627
2.00000,14.10806,0.24484,-0.67950
2.00000,12.17166,0.33945,-0.97518
1.00000,11.83432,0.37357,-1.06531
1.00000,12.09161,0.37510,-1.09104
6.00000,11.69203,0.39922,-1.13181
1.00000,15.30779,0.50210,-1.42808
2.00000,14.11852,0.48751,-1.56330
2.00000,12.59302,0.42699,-1.30705
4.00000,12.64159,0.45606,-1.37521
4.00000,12.06652,0.43696,-1.22172
4.00000,12.17947,0.42456,-1.26431
1.00000,11.85627,0.39885,-1.05201
1.00000,12.24777,0.37216,-0.94681
6.00000,14.39899,0.42623,-1.02577
2.00000,13.48233,0.41611,-1.02281
5.00000,13.33992,0.46590,-1.47440
2.00000,14.19284,0.43337,-1.42075
2.00000,14.25882,0.41795,-1.35752
3.00000,14.40620,0.42444,-1.39152
1.00000,13.61370,0.40821,-1.29046
1.00000,11.78492,0.40887,-1.17348
8.00000,12.05078,0.43765,-1.25293
1.00000,11.88280,0.42820,-1.20501
4.00000,11.82615,0.41322,-1.19090
1.00000,12.53696,0.45650,-1.34240
3.00000,13.03616,0.46927,-1.35137
3.00000,12.63538,0.45554,-1.37460
2.00000,12.38535,0.44435,-1.33133
1.00000,12.00313,0.40573,-1.18945
9.00000,11.83168,0.39688,-1.14377
3.00000,11.83949,0.36711,-1.04337
1.00000,12.35368,0.45055,-1.30718
2.00000,12.90283,0.42843,-1.33308
4.00000,11.62525,0.40172,-1.10706
8.00000,11.62117,0.37053,-1.02023
3.00000,13.10802,0.31187,-0.79424
2.00000,14.53129,0.29975,-0.73902
2.00000,13.31853,0.40913,-1.00586
2.00000,14.13562,0.41341,-0.99141
1.00000,14.24486,0.42169,-1.01507
3.00000,12.56937,0.40624,-1.23170
3.00000,11.91699,0.38391,-1.10839
4.00000,11.99134,0.33712,-0.89160
1.00000,11.60903,0.39391,-1.09660
2.00000,12.13602,0.31469,-0.85096
3.00000,12.22026,0.33622,-0.87308
2.00000,11.90900,0.40729,-1.18501
1.00000,11.91628,0.41406,-1.20566
2.00000,11.93190,0.40820,-1.19026
7.00000,12.23839,0.30161,-0.84764
1.00000,12.22564,0.30230,-0.84754
3.00000,13.54779,0.36676,-1.12784
8.00000,12.01241,0.37302,-1.07825
5.00000,12.06890,0.37406,-1.08591
2.00000,13.33415,0.44772,-1.42872
2.00000,13.87123,0.48454,-1.53161
8.00000,13.35283,0.47102,-1.47800
1.00000,14.50324,0.45634,-1.53135
1.00000,14.44431,0.46055,-1.54401
2.00000,12.43294,0.38465,-1.14533
8.00000,13.04939,0.44497,-1.16381
1.00000,12.07870,0.38959,-1.14068
1.00000,12.08030,0.32608,-0.92283
2.00000,12.79783,0.26224,-0.75570
5.00000,12.52820,0.28142,-0.81151
1.00000,12.51287,0.28066,-0.80357
5.00000,11.67121,0.36196,-0.99981
1.00000,12.27199,0.38281,-0.97327
9.00000,12.73584,0.45496,-1.25330
1.00000,12.44776,0.37594,-1.11502
6.00000,12.29492,0.44230,-1.31520
1.00000,12.82130,0.45924,-1.27784
6.00000,11.63176,0.40101,-1.09787
15.00000,11.63650,0.38641,-1.03932
5.00000,11.61446,0.37947,-1.02472
6.00000,12.37789,0.41578,-1.07475
7.00000,13.38579,0.22263,-0.69458
1.00000,13.04641,0.45919,-1.43348
1.00000,13.79889,0.48346,-1.39160
3.00000,14.60889,0.45613,-1.14065
3.00000,13.17410,0.45303,-1.20008
2.00000,12.97963,0.35651,-1.07106
2.00000,11.59163,0.38951,-1.06480
2.00000,11.59105,0.38804,-1.05956
1.00000,11.83641,0.41448,-1.11858
9.00000,14.27154,0.49297,-1.56152
1.00000,13.48258,0.44524,-1.42999
1.00000,15.58975,0.44701,-1.54257
4.00000,15.11381,0.50379,-1.65169
2.00000,14.89008,0.49852,-1.64327
4.00000,13.90331,0.47857,-1.54599
2.00000,11.99432,0.43226,-1.19899
1.00000,11.73855,0.41662,-1.17143
1.00000,11.85924,0.42596,-1.21178
5.00000,11.88842,0.35865,-1.01850
1.00000,12.51039,0.31377,-0.91390
2.00000,13.10041,0.43241,-1.10162
2.00000,12.48617,0.44660,-1.22216
1.00000,11.97833,0.40976,-1.08145
1.00000,12.85111,0.33048,-0.98082
3.00000,12.83832,0.30127,-0.78867
1.00000,14.50403,0.33810,-0.80218
1.00000,14.18298,0.25519,-0.68899
1.00000,13.20738,0.34928,-1.05505
1.00000,12.49425,0.40829,-1.23462
2.00000,11.83975,0.42452,-1.18213
4.00000,12.20183,0.36291,-0.92734
1.00000,12.11934,0.36049,-0.92670
4.00000,13.00978,0.46524,-1.30671
4.00000,12.96609,0.43310,-1.11181
3.00000,13.30677,0.30892,-0.93282
4.00000,12.80720,0.27407,-0.81450
2.00000,12.29592,0.43671,-1.18047
1.00000,12.93624,0.44543,-1.39178
5.00000,12.30154,0.44507,-1.31650
5.00000,11.75071,0.39511,-1.05056
2.00000,13.24127,0.47546,-1.42028
1.00000,12.57721,0.41485,-1.26349
3.00000,12.23177,0.41154,-1.22786
2.00000,12.44866,0.38801,-1.15831
1.00000,11.74990,0.41804,-1.17149
1.00000,12.28975,0.32540,-0.85125
1.00000,12.58688,0.33232,-0.84767
11.00000,11.84342,0.36795,-0.96389
4.00000,11.74049,0.35156,-0.94632
3.00000,11.78306,0.41975,-1.18966
2.00000,11.62353,0.39551,-1.07498
4.00000,11.65599,0.40449,-1.13492
2.00000,12.13880,0.41887,-1.24361
4.00000,12.62531,0.27844,-0.77666
1.00000,11.96254,0.35714,-1.01968
2.00000,12.05205,0.32530,-0.87018
3.00000,11.78476,0.34971,-0.93517
6.00000,11.74699,0.37174,-0.98287
4.00000,11.95113,0.37914,-0.98339
2.00000,11.98514,0.34523,-0.90538
2.00000,12.50409,0.33747,-0.98758
10.00000,11.94011,0.40044,-1.04985
1.00000,11.84586,0.36659,-0.96051
1.00000,11.70446,0.40329,-1.14508
1.00000,12.21350,0.44126,-1.22410
2.00000,12.60944,0.44436,-1.19422
1.00000,12.90860,0.45034,-1.20429
1.00000,13.61848,0.38367,-0.92277
9.00000,13.68961,0.34679,-0.83835
1.00000,14.31451,0.34373,-0.81689
2.00000,11.70826,0.40993,-1.15990
6.00000,11.65281,0.40208,-1.12980
1.00000,12.05576,0.43420,-1.26564
2.00000,12.32399,0.44948,-1.29144
2.00000,12.89567,0.42523,-1.32103
2.00000,14.34857,0.46883,-1.56591
1.00000,13.42007,0.29613,-0.90062
2.00000,13.43184,0.29609,-0.90089
2.00000,12.84741,0.30084,-0.89234
1.00000,12.60836,0.28256,-0.78039
2.00000,12.85356,0.27098,-0.75362
3.00000,12.23394,0.33138,-0.86415
2.00000,12.70803,0.33536,-0.84809
7.00000,12.29630,0.33541,-0.86726
3.00000,11.68317,0.40833,-1.14967
1.00000,11.82802,0.38807,-1.11426
1.00000,11.81002,0.38610,-1.10579
3.00000,11.96530,0.42944,-1.18373
1.00000,11.61521,0.39752,-1.08745
4.00000,12.47208,0.30415,-0.88219
2.00000,11.58716,0.38727,-1.06650
1.00000,12.29285,0.39939,-1.18987
1.00000,12.21038,0.44165,-1.29866
4.00000,11.73651,0.38950,-1.10861
2.00000,11.98497,0.36282,-1.04100
6.00000,12.59027,0.45312,-1.25865
1.00000,12.74604,0.31400,-0.92619
3.00000,12.32902,0.29797,-0.81791
1.00000,12.16895,0.35244,-1.01835
1.00000,11.85283,0.40370,-1.07020
2.00000,11.80225,0.41010,-1.17936
1.00000,11.63777,0.39000,-1.09404
3.00000,12.93755,0.33639,-1.00291
2.00000,12.11010,0.42547,-1.13903
8.00000,11.76103,0.41178,-1.11810
1.00000,11.99400,0.35126,-1.00202
2.00000,11.94275,0.34744,-0.98440
7.00000,12.06286,0.41555,-1.09761
7.00000,11.76282,0.36559,-1.02964
6.00000,11.71290,0.36269,-1.01189
4.00000,11.68193,0.35816,-0.98520
1.00000,12.11519,0.31245,-0.85432
5.00000,13.82499,0.27659,-0.72367
7.00000,12.79873,0.26667,-0.75522
2.00000,12.80358,0.26632,-0.75463
7.00000,12.21220,0.40058,-1.03040
3.00000,11.62478,0.39537,-1.10590
2.00000,11.93675,0.36732,-0.95463
2.00000,11.71397,0.39061,-1.04010
3.00000,12.97137,0.46516,-1.42360
1.00000,13.18871,0.47268,-1.44241
4.00000,12.72160,0.46225,-1.34154
2.00000,14.05488,0.48170,-1.33836
2.00000,13.92425,0.47959,-1.33182
2.00000,11.70521,0.39950,-1.13495
4.00000,11.59971,0.38516,-1.06809
9.00000,13.93822,0.39502,-0.94319
1.00000,14.22666,0.41810,-1.00368
1.00000,12.51061,0.37338,-0.93697
2.00000,12.10480,0.43007,-1.16459
2.00000,14.56564,0.43473,-1.05119
1.00000,12.44171,0.35212,-0.89188
5.00000,12.65919,0.44819,-1.21345
1.00000,12.56269,0.45513,-1.35988
6.00000,13.48957,0.46935,-1.49440
4.00000,13.49760,0.46784,-1.49350
3.00000,12.68702,0.45041,-1.37923
13.00000,11.63583,0.37898,-1.05729
1.00000,12.03353,0.31779,-0.87579
1.00000,14.89631,0.30435,-0.96205
2.00000,12.98064,0.37731,-1.14476
2.00000,14.76679,0.34140,-1.07437
1.00000,12.41672,0.32930,-0.95705
2.00000,12.78634,0.28147,-0.83444
12.00000,12.70976,0.36549,-0.90972
3.00000,12.11502,0.42975,-1.26979
7.00000,12.39141,0.44143,-1.32817
2.00000,12.52102,0.44787,-1.35459
10.00000,12.67816,0.26914,-0.78290
1.00000,13.13059,0.25048,-0.72117
3.00000,12.86057,0.46230,-1.40799
9.00000,12.89929,0.46374,-1.41264
3.00000,12.96508,0.46606,-1.41994
3.00000,12.76729,0.45206,-1.39122
3.00000,12.22758,0.44306,-1.30130
5.00000,13.85765,0.48383,-1.38647
3.00000,13.28179,0.47611,-1.43597
1.00000,12.37618,0.40405,-1.21190
2.00000,13.81536,0.42025,-1.34860
2.00000,13.92201,0.42161,-1.35899
3.00000,13.68079,0.48413,-1.48158
1.00000,13.46541,0.47533,-1.48959
9.00000,11.70372,0.35731,-0.98835
5.00000,11.68660,0.36987,-1.03418
1.00000,11.76224,0.36459,-1.02599
7.00000,12.05799,0.40690,-1.19817
7.00000,11.80968,0.40617,-1.08506
1.00000,11.68203,0.37958,-1.06785
2.00000,11.84404,0.34362,-0.95903
3.00000,12.06688,0.31815,-0.89083
7.00000,12.00601,0.34232,-0.97232
3.00000,12.02697,0.32309,-0.90500
3.00000,12.45175,0.41224,-1.24603
1.00000,11.93568,0.32706,-0.90165
10.00000,12.44034,0.39854,-1.01069
4.00000,11.81264,0.34914,-0.97574
2.00000,11.78652,0.35053,-0.97712
3.00000,12.17152,0.43729,-1.20111
3.00000,12.99938,0.46548,-1.31087
2.00000,11.71420,0.41361,-1.16363
2.00000,12.17973,0.31600,-0.89741
1.00000,12.91476,0.29346,-0.77507
3.00000,13.32092,0.22655,-0.70131
1.00000,13.00270,0.24665,-0.73726
1.00000,11.72870,0.40110,-1.14340
2.00000,11.61910,0.39570,-1.07733
1.00000,11.72989,0.41172,-1.12482
10.00000,12.32639,0.31241,-0.83079
8.00000,12.20015,0.32203,-0.85251
3.00000,12.14799,0.33631,-0.96315
5.00000,12.14876,0.43329,-1.17802
1.00000,12.29181,0.32319,-0.93017
6.00000,12.34460,0.32451,-0.93775
1.00000,11.71673,0.39069,-1.04002
1.00000,11.91275,0.32966,-0.90988
1.00000,12.68253,0.31004,-0.80781
1.00000,12.20501,0.32343,-0.92475
4.00000,13.19316,0.23922,-0.71177
2.00000,13.33611,0.24852,-0.70870
2.00000,13.44112,0.28351,-0.86754
4.00000,11.74483,0.34898,-0.94415
4.00000,11.63897,0.39056,-1.05244
1.00000,11.83533,0.39328,-1.13238
6.00000,11.62429,0.38956,-1.05244
1.00000,11.66727,0.37313,-1.04267
5.00000,11.67026,0.38352,-1.07929
3.00000,11.65364,0.39990,-1.12527
2.00000,11.61624,0.39326,-1.09770
1.00000,12.22190,0.43620,-1.18642
3.00000,12.03032,0.43670,-1.23844
2.00000,12.33388,0.39877,-1.01722
1.00000,12.46932,0.42599,-1.11108
1.00000,12.95485,0.35340,-0.87414
6.00000,12.31535,0.34342,-0.88080
1.00000,12.00415,0.42102,-1.12859
9.00000,11.74389,0.40267,-1.07979
1.00000,12.74448,0.37449,-0.92984
2.00000,12.04515,0.37306,-0.96100
12.00000,12.15579,0.37433,-0.95739
1.00000,11.91163,0.32911,-0.90193
4.00000,12.06205,0.31924,-0.86423
2.00000,12.15354,0.31449,-0.84858
2.00000,13.01706,0.29004,-0.86940
2.00000,11.85105,0.34411,-0.91757
5.00000,11.85552,0.37646,-1.07730
1.00000,11.77255,0.36576,-0.96609
8.00000,11.84739,0.39775,-1.04903
8.00000,11.94738,0.36247,-0.94274
4.00000,11.98580,0.42353,-1.23860
2.00000,13.28077,0.35972,-1.09345
5.00000,11.75197,0.40571,-1.09124
3.00000,11.72913,0.39600,-1.05653
9.00000,11.91327,0.39188,-1.02357
3.00000,13.14779,0.46927,-1.32724
3.00000,13.33203,0.47533,-1.46321
2.00000,12.55049,0.29680,-0.86487
5.00000,12.60927,0.27389,-0.78131
1.00000,12.17114,0.30629,-0.85339
1.00000,11.86937,0.38807,-1.01553
1.00000,11.80470,0.42239,-1.17894
5.00000,12.17327,0.42133,-1.11319
4.00000,11.87900,0.36045,-0.94395
9.00000,12.46851,0.28349,-0.80333
2.00000,13.97759,0.31066,-0.95786
1.00000,12.60413,0.45341,-1.25895
4.00000,12.41529,0.44266,-1.20396
1.00000,12.26654,0.43641,-1.18211
1.00000,11.70753,0.41375,-1.15688
1.00000,11.73953,0.36189,-0.96220
6.00000,13.41252,0.39723,-1.23823
1.00000,13.24818,0.39715,-1.23098
1.00000,14.48352,0.35431,-1.11173
1.00000,13.34131,0.47748,-1.44026
2.00000,13.19189,0.46929,-1.32038
4.00000,13.09413,0.46584,-1.44336
3.00000,13.48944,0.41838,-1.32613
3.00000,11.72627,0.37975,-1.07467
4.00000,12.12375,0.33227,-0.87308
3.00000,12.33868,0.34048,-0.87409
2.00000,11.67121,0.39316,-1.05531
7.00000,11.64261,0.40492,-1.11781
7.00000,11.84326,0.35738,-0.94099
3.00000,13.70334,0.20135,-0.67555
1.00000,13.89519,0.20031,-0.69058
2.00000,11.81007,0.34098,-0.92359
2.00000,12.00216,0.34386,-0.90158
5.00000,11.86357,0.41932,-1.13941
2.00000,12.41783,0.42728,-1.12060
1.00000,12.91675,0.44577,-1.17716
7.00000,11.89159,0.33372,-0.92578
2.00000,11.59192,0.38446,-1.04722
6.00000,11.80908,0.40523,-1.08130
3.00000,11.71521,0.40065,-1.07611
5.00000,12.15563,0.44183,-1.24624
2.00000,12.36096,0.44751,-1.32723
2.00000,12.12221,0.31055,-0.86451
2.00000,11.87608,0.36245,-0.94852
1.00000,12.08071,0.42248,-1.12730
1.00000,12.89541,0.37357,-0.92176
4.00000,12.74964,0.28146,-0.76936
3.00000,15.42628,0.18933,-0.59815
5.00000,12.20789,0.30409,-0.83901
2.00000,12.02603,0.31993,-0.89026
5.00000,12.56444,0.45527,-1.35992
11.00000,11.89524,0.39776,-1.15319
8.00000,15.04664,0.49262,-1.66915
1.00000,14.31796,0.44334,-1.46877
2.00000,12.72412,0.41794,-1.28384
2.00000,12.79536,0.40561,-1.24194
6.00000,12.45855,0.45267,-1.33977
2.00000,11.85795,0.42641,-1.20759
3.00000,11.80012,0.40096,-1.15297
1.00000,11.83121,0.33849,-0.91775
5.00000,12.68875,0.32485,-0.95650
2.00000,12.08503,0.31493,-0.86002
4.00000,13.58057,0.28041,-0.86398
2.00000,11.95896,0.35061,-0.91738
1.00000,11.99287,0.34909,-0.91180
3.00000,11.88644,0.41945,-1.13633
1.00000,12.01491,0.39367,-1.02128
4.00000,13.88161,0.48412,-1.53526
4.00000,14.54568,0.45956,-1.54620
3.00000,14.58301,0.42199,-1.38786
3.00000,14.96242,0.50208,-1.63560
2.00000,15.16214,0.50704,-1.62237
4.00000,15.59584,0.50988,-1.69343
3.00000,13.46760,0.45995,-1.47495
7.00000,14.11977,0.48574,-1.56795
2.00000,12.90656,0.34626,-1.03370
3.00000,11.61839,0.37641,-1.01615
6.00000,11.79800,0.40574,-1.08479
1.00000,11.80194,0.36903,-1.04626
3.00000,11.88873,0.41661,-1.20860
1.00000,11.80672,0.36340,-1.02696
3.00000,12.17157,0.36236,-0.92781
1.00000,12.38451,0.43953,-1.32378
2.00000,13.56280,0.47991,-1.49116
1.00000,13.25729,0.44625,-1.41853
6.00000,14.42313,0.48052,-1.59948
1.00000,14.97101,0.49400,-1.37172
8.00000,13.00937,0.40942,-1.26750
3.00000,13.93816,0.36027,-0.85930
1.00000,12.02177,0.41519,-1.22088
1.00000,13.35062,0.47783,-1.43399
1.00000,13.31812,0.44918,-1.43231
5.00000,12.95155,0.42426,-1.32079
4.00000,13.15653,0.40282,-1.24898
1.00000,13.60577,0.36803,-1.13444
8.00000,11.93092,0.36850,-0.95788
2.00000,12.31085,0.29742,-0.82092
2.00000,11.80858,0.42160,-1.19833
1.00000,12.20584,0.38802,-1.14387
2.00000,12.11533,0.37907,-1.10650
1.00000,13.44724,0.39513,-1.23139
1.00000,11.60819,0.37498,-1.03392
8.00000,11.58682,0.38761,-1.06663
3.00000,11.77036,0.40208,-1.07375
2.00000,12.28329,0.44797,-1.28870
7.00000,12.70184,0.32713,-0.96413
5.00000,13.42405,0.24250,-0.76522
1.00000,15.22631,0.33948,-1.07892
2.00000,11.61353,0.38191,-1.03149
2.00000,11.93006,0.34998,-0.91866
5.00000,12.02133,0.35414,-0.91960
2.00000,11.87015,0.42589,-1.21703
5.00000,11.81599,0.41961,-1.20068
3.00000,12.20986,0.33662,-0.87442
1.00000,11.86393,0.36796,-1.04865
3.00000,11.64865,0.40525,-1.13171
1.00000,11.81542,0.34678,-0.96701
2.00000,12.13319,0.34658,-0.89724
2.00000,12.12059,0.34135,-0.88842
2.00000,12.23694,0.32534,-0.85456
5.00000,13.44908,0.45925,-1.47166
2.00000,12.58045,0.44380,-1.35477
2.00000,12.66131,0.44648,-1.36910
7.00000,12.46427,0.40579,-1.22369
4.00000,12.57810,0.39670,-1.19709
3.00000,12.27247,0.33795,-0.87306
1.00000,12.79360,0.32341,-0.95665
2.00000,12.78983,0.26171,-0.77070
5.00000,12.15246,0.42173,-1.25346
4.00000,12.24783,0.42235,-1.26431
5.00000,12.15069,0.44246,-1.26384
1.00000,12.77379,0.43734,-1.14330
4.00000,13.10200,0.45937,-1.24683
1.00000,13.86445,0.44026,-1.09968
1.00000,12.59651,0.37235,-0.93067
5.00000,12.80257,0.37256,-0.92282
5.00000,13.17487,0.36429,-0.89029
1.00000,12.14961,0.31096,-0.84763
4.00000,12.13900,0.42462,-1.26022
2.00000,11.86296,0.35581,-0.93596
2.00000,11.71602,0.35598,-0.95667
4.00000,12.52503,0.36595,-1.08384
7.00000,14.68760,0.19328,-0.70477
2.00000,16.36339,0.10531,-0.52089
3.00000,14.08228,0.18529,-0.66741
6.00000,11.97209,0.32334,-0.88842
2.00000,11.63206,0.40297,-1.12055
6.00000,12.98719,0.46207,-1.42858
8.00000,11.72778,0.41588,-1.15886
1.00000,13.41491,0.44753,-1.15507
1.00000,13.38556,0.44741,-1.15607
3.00000,12.67035,0.42076,-1.07677
1.00000,11.65145,0.39031,-1.04906
5.00000,12.07628,0.35400,-0.91557
1.00000,11.95372,0.34602,-0.90946
1.00000,13.29312,0.31310,-0.79023
6.00000,11.78185,0.35369,-0.94151
3.00000,11.66012,0.36035,-0.98213
3.00000,11.73545,0.38418,-1.09084
1.00000,11.68600,0.37512,-1.05295
4.00000,12.09734,0.42374,-1.13176
1.00000,11.72732,0.39415,-1.05023
4.00000,11.78225,0.37763,-0.99397
5.00000,12.74675,0.45815,-1.27919
2.00000,11.94401,0.34715,-0.98350
2.00000,12.57335,0.45641,-1.35806
1.00000,13.15652,0.39519,-1.21943
1.00000,12.53152,0.45661,-1.32012
3.00000,11.67294,0.39637,-1.06676
1.00000,12.26105,0.35340,-1.02714
1.00000,12.39653,0.39661,-1.18639
5.00000,12.20974,0.40486,-1.04522
3.00000,12.36442,0.37223,-0.94099
3.00000,12.32149,0.41477,-1.24566
1.00000,13.10578,0.45611,-1.43401
5.00000,11.93859,0.40565,-1.18300
5.00000,13.03967,0.34643,-0.85710
3.00000,11.85446,0.34032,-0.91270
2.00000,11.93263,0.35636,-1.01450
1.00000,11.68832,0.35824,-0.96657
5.00000,13.52206,0.47898,-1.38130
5.00000,12.18332,0.44324,-1.28548
2.00000,12.17234,0.41070,-1.22035
1.00000,12.03560,0.41079,-1.20873
1.00000,12.42135,0.45246,-1.32661
1.00000,11.84632,0.36899,-1.05057
2.00000,13.28065,0.35004,-1.06019
1.00000,13.59227,0.34017,-1.03771
1.00000,12.39872,0.45052,-1.27229
1.00000,12.31702,0.40638,-1.04375
5.00000,12.15801,0.41200,-1.07526
1.00000,15.95368,0.49018,-1.27646
1.00000,11.97866,0.40665,-1.06924
2.00000,12.78903,0.44777,-1.38492
1.00000,12.39883,0.43314,-1.30989
5.00000,11.86880,0.42733,-1.20497
2.00000,11.78790,0.35959,-0.95141
1.00000,11.95703,0.37748,-0.97853
2.00000,11.96571,0.43127,-1.19858
1.00000,12.78585,0.41421,-1.04606
8.00000,12.40634,0.37170,-0.93767
1.00000,12.44258,0.37144,-0.93532
4.00000,11.77142,0.40093,-1.06916
10.00000,11.91132,0.35717,-1.01542
1.00000,12.44908,0.34512,-1.00970
2.00000,12.46567,0.39755,-1.19387
1.00000,13.53626,0.47310,-1.50173
1.00000,13.60743,0.44982,-1.45406
3.00000,13.03200,0.42213,-1.31743
3.00000,13.78059,0.48508,-1.50641
3.00000,11.61910,0.38701,-1.08023
2.00000,13.77927,0.48617,-1.45339
1.00000,14.57074,0.46046,-1.16382
5.00000,12.82097,0.34657,-0.86506
2.00000,12.31882,0.40517,-1.03942
1.00000,14.37324,0.48062,-1.30160
2.00000,12.60692,0.41874,-1.27937
2.00000,11.88674,0.42255,-1.22019
1.00000,11.93842,0.37785,-1.08927
1.00000,11.90856,0.33438,-0.93216
1.00000,12.40034,0.38466,-0.97172
2.00000,12.41110,0.39255,-0.99381
1.00000,12.26798,0.38082,-0.96809
4.00000,12.02770,0.43431,-1.25835
1.00000,12.35682,0.45070,-1.30613
1.00000,12.54229,0.44790,-1.35751
1.00000,13.87178,0.48802,-1.47350
1.00000,13.03776,0.46988,-1.41700
1.00000,14.58074,0.44388,-1.48374
1.00000,14.80450,0.43275,-1.44459
3.00000,13.29464,0.45915,-1.45812
4.00000,13.16524,0.44590,-1.41082
1.00000,13.59882,0.41799,-1.32961
6.00000,16.44906,0.44023,-1.01660
7.00000,14.92304,0.45617,-1.12826
2.00000,14.16826,0.34690,-0.82639
1.00000,12.49657,0.39140,-0.98614
1.00000,12.09989,0.33132,-0.94271
2.00000,11.72812,0.37860,-1.07094
1.00000,11.81435,0.42005,-1.15427
1.00000,12.13471,0.38620,-0.99072
2.00000,11.62598,0.39055,-1.05542
5.00000,13.09508,0.45039,-1.41886
2.00000,13.06533,0.44006,-1.38453
5.00000,13.32939,0.45632,-1.45417
6.00000,13.21580,0.43930,-1.39190
2.00000,13.14236,0.24046,-0.71715
5.00000,12.00334,0.36120,-0.93581
4.00000,12.56920,0.44420,-1.19712
2.00000,12.16385,0.43537,-1.28672
3.00000,11.82235,0.38983,-1.11960
3.00000,11.99875,0.36556,-1.05149
1.00000,11.84620,0.38243,-1.09692
1.00000,12.00738,0.33775,-0.89107
6.00000,12.14391,0.31734,-0.85208
4.00000,12.08793,0.31720,-0.85925
2.00000,11.59571,0.37953,-1.03242
2.00000,11.70790,0.40924,-1.15876
3.00000,12.78577,0.26203,-0.77142
2.00000,13.38239,0.28590,-0.74839
1.00000,13.41104,0.43673,-1.10486
3.00000,13.56918,0.47971,-1.38217
1.00000,12.54253,0.40212,-1.01688
2.00000,12.71182,0.27417,-0.76645
1.00000,12.86734,0.34873,-1.04032
2.00000,12.47776,0.42390,-1.28816
1.00000,12.32578,0.38545,-1.14211
1.00000,12.61122,0.44775,-1.21557
1.00000,12.72754,0.37866,-0.94103
1.00000,12.61715,0.27348,-0.79124
3.00000,14.10359,0.43220,-1.41170
2.00000,12.01660,0.43573,-1.24810
2.00000,11.76827,0.38486,-1.01571
2.00000,12.22644,0.39608,-1.01493
4.00000,11.79937,0.42227,-1.18421
2.00000,12.04939,0.31699,-0.86842
1.00000,12.03652,0.31776,-0.87235
4.00000,12.12047,0.34981,-0.90431
1.00000,12.08467,0.34263,-0.89317
4.00000,11.75711,0.41155,-1.17472
2.00000,13.43095,0.47745,-1.37843
1.00000,12.82633,0.25859,-0.76172
2.00000,11.99023,0.32661,-0.91361
2.00000,12.20864,0.32874,-0.94248
8.00000,12.21334,0.33003,-0.94704
8.00000,11.61376,0.38294,-1.03434
3.00000,11.60326,0.38432,-1.06669
1.00000,11.75482,0.39319,-1.12291
2.00000,11.86211,0.42683,-1.19992
4.00000,12.76077,0.45360,-1.23998
1.00000,12.12123,0.43746,-1.28026
1.00000,12.10061,0.36031,-1.04062
7.00000,11.99061,0.35606,-1.01819
1.00000,11.75929,0.37563,-0.99117
4.00000,11.70396,0.40403,-1.09227
1.00000,12.05302,0.33956,-0.96681
6.00000,11.97366,0.33295,-0.93590
1.00000,12.15012,0.33064,-0.86862
2.00000,11.80888,0.35489,-0.94004
1.00000,11.91964,0.33078,-0.91834
3.00000,11.88945,0.34712,-0.97791
3.00000,12.26867,0.44614,-1.25919
3.00000,14.86885,0.48352,-1.28975
1.00000,13.33852,0.45782,-1.21725
3.00000,12.70786,0.45559,-1.38682
4.00000,12.39453,0.45183,-1.31826
4.00000,12.70158,0.46183,-1.34608
3.00000,12.21513,0.43061,-1.28411
7.00000,12.13495,0.31910,-0.85476
2.00000,12.40814,0.30882,-0.82076
1.00000,13.27227,0.35993,-0.87755
6.00000,12.19380,0.40576,-1.04945
1.00000,12.16072,0.39811,-1.02557
3.00000,12.25972,0.36624,-0.93189
4.00000,12.71897,0.39120,-0.97539
1.00000,14.36106,0.44510,-1.10030
1.00000,14.44752,0.43311,-1.04908
1.00000,13.02079,0.40262,-0.99692
2.00000,11.90495,0.37461,-1.07528
2.00000,12.22284,0.33614,-0.87280
5.00000,11.74309,0.38969,-1.11008
1.00000,12.33616,0.33790,-0.86952
4.00000,11.71542,0.41419,-1.14814
6.00000,11.68865,0.41085,-1.13460
3.00000,11.75222,0.41705,-1.15339
1.00000,11.71723,0.41447,-1.14978
2.00000,11.60562,0.37288,-1.02035
